chr	starts	end	DAY0	DAY4	DIFF	label
chr1	0	100000	0.0005551651212	0.00025175157	-0.0003034135512	chr1 0 100000
chr1	100000	200000	0.0005551651212	0.00025175157	-0.0003034135512	chr1 100000 200000
chr1	200000	300000	0.0005551651212	0.00025175157	-0.0003034135512	chr1 200000 300000
chr1	300000	400000	0.0005551651212	0.00025175157	-0.0003034135512	chr1 300000 400000
chr1	400000	500000	0.0005551651212	0.00025175157	-0.0003034135512	chr1 400000 500000
chr1	500000	600000	0.0005551651212	0.00025175157	-0.0003034135512	chr1 500000 600000
chr1	600000	700000	0.0005551651212	0.00025175157	-0.0003034135512	chr1 600000 700000
chr1	700000	800000	0.0005551651212	0.00025175157	-0.0003034135512	chr1 700000 800000
chr1	800000	900000	0.0005551651212	0.00025175157	-0.0003034135512	chr1 800000 900000
chr1	900000	1000000	0.0005551651212	0.00025175157	-0.0003034135512	chr1 900000 1000000
chr1	1000000	1100000	0.0005551651212	0.00025175157	-0.0003034135512	chr1 1000000 1100000
chr1	1100000	1200000	0.0005551651212	0.00025175157	-0.0003034135512	chr1 1100000 1200000
chr1	1200000	1300000	0.0005551651212	0.00025175157	-0.0003034135512	chr1 1200000 1300000
chr1	1300000	1400000	0.0005551651212	0.00025175157	-0.0003034135512	chr1 1300000 1400000
chr1	1400000	1500000	0.0005551651212	0.00025175157	-0.0003034135512	chr1 1400000 1500000
chr1	1500000	1600000	0.0005551651212	0.00025175157	-0.0003034135512	chr1 1500000 1600000
chr1	1600000	1700000	0.0005551651212	0.00025175157	-0.0003034135512	chr1 1600000 1700000
chr1	1700000	1800000	0.0005551651212	0.00025175157	-0.0003034135512	chr1 1700000 1800000
chr1	1800000	1900000	0.0005551651212	0.00025175157	-0.0003034135512	chr1 1800000 1900000
chr1	1900000	2000000	0.0005551651212	0.00025175157	-0.0003034135512	chr1 1900000 2000000
chr1	2000000	2100000	0.0005551651212	0.00025175157	-0.0003034135512	chr1 2000000 2100000
chr1	2100000	2200000	0.0005551651212	0.00025175157	-0.0003034135512	chr1 2100000 2200000
chr1	2200000	2300000	0.0005551651212	0.00025175157	-0.0003034135512	chr1 2200000 2300000
chr1	2300000	2400000	0.0005551651212	0.00025175157	-0.0003034135512	chr1 2300000 2400000
chr1	2400000	2500000	0.0005551651212	0.00025175157	-0.0003034135512	chr1 2400000 2500000
chr1	2500000	2600000	0.0005551651212	0.00025175157	-0.0003034135512	chr1 2500000 2600000
chr1	2600000	2700000	0.0005551651212	0.00025175157	-0.0003034135512	chr1 2600000 2700000
chr1	2700000	2800000	0.0005551651212	0.00025175157	-0.0003034135512	chr1 2700000 2800000
chr1	2800000	2900000	0.0005551651212	0.00025175157	-0.0003034135512	chr1 2800000 2900000
chr1	2900000	3000000	0.0005551651212	0.00025175157	-0.0003034135512	chr1 2900000 3000000
chr1	19800000	19900000	0.006438754106	0.006343172978	-9.55811280000003e-05	chr1 19800000 19900000
chr1	19900000	20000000	0.006438754106	0.006343172978	-9.55811280000003e-05	chr1 19900000 20000000
chr1	20000000	20100000	0.006438754106	0.006343172978	-9.55811280000003e-05	chr1 20000000 20100000
chr1	20100000	20200000	0.006438754106	0.006343172978	-9.55811280000003e-05	chr1 20100000 20200000
chr1	20200000	20300000	0.006438754106	0.006343172978	-9.55811280000003e-05	chr1 20200000 20300000
chr1	20300000	20400000	0.006438754106	0.006343172978	-9.55811280000003e-05	chr1 20300000 20400000
chr1	20400000	20500000	0.006438754106	0.006343172978	-9.55811280000003e-05	chr1 20400000 20500000
chr1	20500000	20600000	0.006438754106	0.006343172978	-9.55811280000003e-05	chr1 20500000 20600000
chr1	20600000	20700000	0.006438754106	0.006343172978	-9.55811280000003e-05	chr1 20600000 20700000
chr1	20700000	20800000	0.006438754106	0.006343172978	-9.55811280000003e-05	chr1 20700000 20800000
chr1	20800000	20900000	0.006438754106	0.006343172978	-9.55811280000003e-05	chr1 20800000 20900000
chr1	20900000	21000000	0.006438754106	0.006343172978	-9.55811280000003e-05	chr1 20900000 21000000
chr1	21000000	21100000	0.006438754106	0.006343172978	-9.55811280000003e-05	chr1 21000000 21100000
chr1	21100000	21200000	0.006438754106	0.006343172978	-9.55811280000003e-05	chr1 21100000 21200000
chr1	21200000	21300000	0.006438754106	0.006343172978	-9.55811280000003e-05	chr1 21200000 21300000
chr1	23100000	23200000	0.003142708471	0.005805120572	0.002662412101	chr1 23100000 23200000
chr1	23200000	23300000	0.003142708471	0.005805120572	0.002662412101	chr1 23200000 23300000
chr1	23300000	23400000	0.003142708471	0.005805120572	0.002662412101	chr1 23300000 23400000
chr1	23800000	23900000	0.004372663676	0.005606724193	0.001234060517	chr1 23800000 23900000
chr1	23900000	24000000	0.004372663676	0.005606724193	0.001234060517	chr1 23900000 24000000
chr1	24000000	24100000	0.004372663676	0.005606724193	0.001234060517	chr1 24000000 24100000
chr1	24100000	24200000	0.004372663676	0.005606724193	0.001234060517	chr1 24100000 24200000
chr1	24200000	24300000	0.004372663676	0.005606724193	0.001234060517	chr1 24200000 24300000
chr1	24400000	24500000	0.004372663676	0.006925430317	0.002552766641	chr1 24400000 24500000
chr1	24500000	24600000	0.004372663676	0.006925430317	0.002552766641	chr1 24500000 24600000
chr1	24600000	24700000	0.004372663676	0.006925430317	0.002552766641	chr1 24600000 24700000
chr1	24700000	24800000	0.004372663676	0.006925430317	0.002552766641	chr1 24700000 24800000
chr1	30800000	30900000	0.006854474568	0.008115660654	0.001261186086	chr1 30800000 30900000
chr1	30900000	31000000	0.006854474568	0.008115660654	0.001261186086	chr1 30900000 31000000
chr1	33500000	33600000	0.009957590304	0.01161384207	0.001656251766	chr1 33500000 33600000
chr1	33600000	33700000	0.009957590304	0.01161384207	0.001656251766	chr1 33600000 33700000
chr1	33700000	33800000	0.009957590304	0.01161384207	0.001656251766	chr1 33700000 33800000
chr1	33800000	33900000	0.009957590304	0.01161384207	0.001656251766	chr1 33800000 33900000
chr1	33900000	34000000	0.009957590304	0.01161384207	0.001656251766	chr1 33900000 34000000
chr1	34000000	34100000	0.009957590304	0.01161384207	0.001656251766	chr1 34000000 34100000
chr1	34100000	34200000	0.009957590304	0.01161384207	0.001656251766	chr1 34100000 34200000
chr1	34200000	34300000	0.009957590304	0.01161384207	0.001656251766	chr1 34200000 34300000
chr1	34300000	34400000	0.009957590304	0.01161384207	0.001656251766	chr1 34300000 34400000
chr1	34400000	34500000	0.009957590304	0.01161384207	0.001656251766	chr1 34400000 34500000
chr1	34800000	34900000	0.009957590304	0.006660559564	-0.00329703074	chr1 34800000 34900000
chr1	35800000	35900000	0.01264585402	0.01351284118	0.000866987160000001	chr1 35800000 35900000
chr1	35900000	36000000	0.01264585402	0.01351284118	0.000866987160000001	chr1 35900000 36000000
chr1	36000000	36100000	0.01264585402	0.01351284118	0.000866987160000001	chr1 36000000 36100000
chr1	36100000	36200000	0.01264585402	0.01351284118	0.000866987160000001	chr1 36100000 36200000
chr1	36200000	36300000	0.01264585402	0.01351284118	0.000866987160000001	chr1 36200000 36300000
chr1	36300000	36400000	0.01264585402	0.01351284118	0.000866987160000001	chr1 36300000 36400000
chr1	36400000	36500000	0.01264585402	0.01351284118	0.000866987160000001	chr1 36400000 36500000
chr1	36500000	36600000	0.01264585402	0.01351284118	0.000866987160000001	chr1 36500000 36600000
chr1	36600000	36700000	0.01264585402	0.01351284118	0.000866987160000001	chr1 36600000 36700000
chr1	36700000	36800000	0.01264585402	0.01351284118	0.000866987160000001	chr1 36700000 36800000
chr1	36800000	36900000	0.01264585402	0.01351284118	0.000866987160000001	chr1 36800000 36900000
chr1	36900000	37000000	0.01264585402	0.01351284118	0.000866987160000001	chr1 36900000 37000000
chr1	37000000	37100000	0.01264585402	0.01351284118	0.000866987160000001	chr1 37000000 37100000
chr1	37100000	37200000	0.01264585402	0.01351284118	0.000866987160000001	chr1 37100000 37200000
chr1	37200000	37300000	0.01264585402	0.01351284118	0.000866987160000001	chr1 37200000 37300000
chr1	37300000	37400000	0.01264585402	0.01351284118	0.000866987160000001	chr1 37300000 37400000
chr1	37400000	37500000	0.01264585402	0.01351284118	0.000866987160000001	chr1 37400000 37500000
chr1	37500000	37600000	0.01264585402	0.01351284118	0.000866987160000001	chr1 37500000 37600000
chr1	37600000	37700000	0.01264585402	0.01351284118	0.000866987160000001	chr1 37600000 37700000
chr1	37700000	37800000	0.01264585402	0.01351284118	0.000866987160000001	chr1 37700000 37800000
chr1	37800000	37900000	0.01264585402	0.01351284118	0.000866987160000001	chr1 37800000 37900000
chr1	37900000	38000000	0.01264585402	0.01351284118	0.000866987160000001	chr1 37900000 38000000
chr1	38000000	38100000	0.01264585402	0.01351284118	0.000866987160000001	chr1 38000000 38100000
chr1	38100000	38200000	0.01264585402	0.01351284118	0.000866987160000001	chr1 38100000 38200000
chr1	38200000	38300000	0.01264585402	0.01351284118	0.000866987160000001	chr1 38200000 38300000
chr1	38300000	38400000	0.01264585402	0.01351284118	0.000866987160000001	chr1 38300000 38400000
chr1	38400000	38500000	0.01264585402	0.01351284118	0.000866987160000001	chr1 38400000 38500000
chr1	38500000	38600000	0.01264585402	0.01351284118	0.000866987160000001	chr1 38500000 38600000
chr1	38600000	38700000	0.01264585402	0.01351284118	0.000866987160000001	chr1 38600000 38700000
chr1	38700000	38800000	0.01264585402	0.01351284118	0.000866987160000001	chr1 38700000 38800000
chr1	38800000	38900000	0.01264585402	0.01351284118	0.000866987160000001	chr1 38800000 38900000
chr1	38900000	39000000	0.01264585402	0.01351284118	0.000866987160000001	chr1 38900000 39000000
chr1	39000000	39100000	0.01264585402	0.01351284118	0.000866987160000001	chr1 39000000 39100000
chr1	39100000	39200000	0.01264585402	0.01351284118	0.000866987160000001	chr1 39100000 39200000
chr1	39200000	39300000	0.01264585402	0.01351284118	0.000866987160000001	chr1 39200000 39300000
chr1	39300000	39400000	0.01264585402	0.01351284118	0.000866987160000001	chr1 39300000 39400000
chr1	39400000	39500000	0.01264585402	0.01351284118	0.000866987160000001	chr1 39400000 39500000
chr1	39500000	39600000	0.01264585402	0.01351284118	0.000866987160000001	chr1 39500000 39600000
chr1	39600000	39700000	0.01264585402	0.01351284118	0.000866987160000001	chr1 39600000 39700000
chr1	39700000	39800000	0.01264585402	0.01351284118	0.000866987160000001	chr1 39700000 39800000
chr1	39800000	39900000	0.01264585402	0.01351284118	0.000866987160000001	chr1 39800000 39900000
chr1	39900000	40000000	0.01264585402	0.01351284118	0.000866987160000001	chr1 39900000 40000000
chr1	40000000	40100000	0.01264585402	0.01351284118	0.000866987160000001	chr1 40000000 40100000
chr1	40100000	40200000	0.01264585402	0.01351284118	0.000866987160000001	chr1 40100000 40200000
chr1	40200000	40300000	0.01264585402	0.01351284118	0.000866987160000001	chr1 40200000 40300000
chr1	40300000	40400000	0.01264585402	0.01351284118	0.000866987160000001	chr1 40300000 40400000
chr1	40400000	40500000	0.01264585402	0.01351284118	0.000866987160000001	chr1 40400000 40500000
chr1	40500000	40600000	0.01264585402	0.01351284118	0.000866987160000001	chr1 40500000 40600000
chr1	40600000	40700000	0.01264585402	0.01351284118	0.000866987160000001	chr1 40600000 40700000
chr1	42800000	42900000	0.01091449842	0.003920773892	-0.006993724528	chr1 42800000 42900000
chr1	43000000	43100000	0.01091449842	0.01143069325	0.00051619483	chr1 43000000 43100000
chr1	43100000	43200000	0.01091449842	0.01143069325	0.00051619483	chr1 43100000 43200000
chr1	43200000	43300000	0.01091449842	0.01143069325	0.00051619483	chr1 43200000 43300000
chr1	43300000	43400000	0.01091449842	0.01143069325	0.00051619483	chr1 43300000 43400000
chr1	43400000	43500000	0.01091449842	0.01143069325	0.00051619483	chr1 43400000 43500000
chr1	43500000	43600000	0.01091449842	0.01143069325	0.00051619483	chr1 43500000 43600000
chr1	43600000	43700000	0.01091449842	0.01143069325	0.00051619483	chr1 43600000 43700000
chr1	43700000	43800000	0.01091449842	0.01143069325	0.00051619483	chr1 43700000 43800000
chr1	43800000	43900000	0.01091449842	0.01143069325	0.00051619483	chr1 43800000 43900000
chr1	43900000	44000000	0.01091449842	0.01143069325	0.00051619483	chr1 43900000 44000000
chr1	44000000	44100000	0.01091449842	0.01143069325	0.00051619483	chr1 44000000 44100000
chr1	44100000	44200000	0.01091449842	0.01143069325	0.00051619483	chr1 44100000 44200000
chr1	44200000	44300000	0.01091449842	0.01143069325	0.00051619483	chr1 44200000 44300000
chr1	44300000	44400000	0.01091449842	0.01143069325	0.00051619483	chr1 44300000 44400000
chr1	44400000	44500000	0.01091449842	0.01143069325	0.00051619483	chr1 44400000 44500000
chr1	44500000	44600000	0.01091449842	0.01143069325	0.00051619483	chr1 44500000 44600000
chr1	44600000	44700000	0.01091449842	0.01143069325	0.00051619483	chr1 44600000 44700000
chr1	44700000	44800000	0.01091449842	0.01143069325	0.00051619483	chr1 44700000 44800000
chr1	44800000	44900000	0.01091449842	0.01143069325	0.00051619483	chr1 44800000 44900000
chr1	44900000	45000000	0.01091449842	0.01143069325	0.00051619483	chr1 44900000 45000000
chr1	45000000	45100000	0.01091449842	0.01143069325	0.00051619483	chr1 45000000 45100000
chr1	45100000	45200000	0.01091449842	0.01143069325	0.00051619483	chr1 45100000 45200000
chr1	45200000	45300000	0.01091449842	0.01143069325	0.00051619483	chr1 45200000 45300000
chr1	45300000	45400000	0.01091449842	0.01143069325	0.00051619483	chr1 45300000 45400000
chr1	45400000	45500000	0.01091449842	0.01143069325	0.00051619483	chr1 45400000 45500000
chr1	45500000	45600000	0.01091449842	0.01143069325	0.00051619483	chr1 45500000 45600000
chr1	45600000	45700000	0.01091449842	0.01143069325	0.00051619483	chr1 45600000 45700000
chr1	45700000	45800000	0.01091449842	0.01143069325	0.00051619483	chr1 45700000 45800000
chr1	45800000	45900000	0.01091449842	0.01143069325	0.00051619483	chr1 45800000 45900000
