X	Y	chr	str	end	AB_signal_DAY0	AB_signal_DAY4	AB_signal_DIFF	DIFF_Q	Ets1	Ets1_Q	p300	p300_Q
17.7155332575453	-3.81695487632496	chr1	1	100000	0.0005551651212	0.00025175157	-0.0003034135512	Q6	0	Q1	0	Q1
17.4452123652113	-3.70275380744679	chr1	100001	200000	0.0005551651212	0.00025175157	-0.0003034135512	Q6	0	Q1	0	Q1
18.0174093256605	-3.56636550559742	chr1	200001	300000	0.0005551651212	0.00025175157	-0.0003034135512	Q6	0	Q1	0	Q1
17.5133819590224	-3.93622996940358	chr1	300001	400000	0.0005551651212	0.00025175157	-0.0003034135512	Q6	0	Q1	0	Q1
16.9237489710463	-3.07299759521229	chr1	400001	500000	0.0005551651212	0.00025175157	-0.0003034135512	Q6	0	Q1	0	Q1
17.4863338480604	-3.12935283317311	chr1	500001	600000	0.0005551651212	0.00025175157	-0.0003034135512	Q6	0	Q1	0	Q1
17.9179906855238	-3.58828332557423	chr1	600001	700000	0.0005551651212	0.00025175157	-0.0003034135512	Q6	0	Q1	0	Q1
17.6369981775893	-4.01964643134816	chr1	700001	800000	0.0005551651212	0.00025175157	-0.0003034135512	Q6	0	Q1	0	Q1
17.3861846933974	-3.69004657401783	chr1	800001	900000	0.0005551651212	0.00025175157	-0.0003034135512	Q6	0	Q1	0	Q1
18.2790536890639	-3.38001563682301	chr1	900001	1000000	0.0005551651212	0.00025175157	-0.0003034135512	Q6	0	Q1	0	Q1
17.5565853129042	-3.58709457053883	chr1	1000001	1100000	0.0005551651212	0.00025175157	-0.0003034135512	Q6	0	Q1	0	Q1
17.3984622965468	-4.29375388755543	chr1	1100001	1200000	0.0005551651212	0.00025175157	-0.0003034135512	Q6	0	Q1	0	Q1
17.8805303583754	-3.45811345710499	chr1	1200001	1300000	0.0005551651212	0.00025175157	-0.0003034135512	Q6	0	Q1	0	Q1
17.8292512903822	-3.90925147666676	chr1	1300001	1400000	0.0005551651212	0.00025175157	-0.0003034135512	Q6	0	Q1	0	Q1
17.9267969141615	-3.03455879821522	chr1	1400001	1500000	0.0005551651212	0.00025175157	-0.0003034135512	Q6	0	Q1	0	Q1
18.4701299677504	-2.9957132591222	chr1	1500001	1600000	0.0005551651212	0.00025175157	-0.0003034135512	Q6	0	Q1	0	Q1
18.1181364069594	-2.73800518645985	chr1	1600001	1700000	0.0005551651212	0.00025175157	-0.0003034135512	Q6	0	Q1	0	Q1
17.7084302912367	-3.73489024772389	chr1	1700001	1800000	0.0005551651212	0.00025175157	-0.0003034135512	Q6	0	Q1	0	Q1
18.1699953089369	-3.35140493049366	chr1	1800001	1900000	0.0005551651212	0.00025175157	-0.0003034135512	Q6	0	Q1	0	Q1
17.3190803537977	-4.01359632148488	chr1	1900001	2000000	0.0005551651212	0.00025175157	-0.0003034135512	Q6	0	Q1	0	Q1
17.7478227625502	-2.66171600951893	chr1	2000001	2100000	0.0005551651212	0.00025175157	-0.0003034135512	Q6	0	Q1	0	Q1
17.4108753214491	-2.74588968887074	chr1	2100001	2200000	0.0005551651212	0.00025175157	-0.0003034135512	Q6	0	Q1	0	Q1
18.3820562372816	-3.04706647529347	chr1	2200001	2300000	0.0005551651212	0.00025175157	-0.0003034135512	Q6	0	Q1	0	Q1
18.3788957605971	-3.4197342647527	chr1	2300001	2400000	0.0005551651212	0.00025175157	-0.0003034135512	Q6	0	Q1	0	Q1
17.8278512964857	-3.70129134788258	chr1	2400001	2500000	0.0005551651212	0.00025175157	-0.0003034135512	Q6	0	Q1	0	Q1
17.9563074122084	-3.1979005588506	chr1	2500001	2600000	0.0005551651212	0.00025175157	-0.0003034135512	Q6	0	Q1	0	Q1
18.2670965204848	-2.78624704017384	chr1	2600001	2700000	0.0005551651212	0.00025175157	-0.0003034135512	Q6	0	Q1	0	Q1
17.5266304026259	-3.77737262382252	chr1	2700001	2800000	0.0005551651212	0.00025175157	-0.0003034135512	Q6	0	Q1	0	Q1
17.6905527125014	-3.87150266303761	chr1	2800001	2900000	0.0005551651212	0.00025175157	-0.0003034135512	Q6	0	Q1	0	Q1
16.6996126185072	-3.62943198814137	chr1	2900001	3000000	0.0005551651212	0.00025175157	-0.0003034135512	Q6	0	Q1	0	Q1
17.3780469904555	-3.07543280257924	chr1	3000001	3100000	0.0005551651212	-0.004033565444	-0.0045887305652	Q4	52	Q1	68	Q6
17.6276979456557	-4.06554486884816	chr1	3100001	3200000	0.0005551651212	-0.003834151371	-0.0043893164922	Q4	75	Q4	77	Q8
17.4497528086317	-3.6093471302007	chr1	3200001	3300000	0.0005551651212	-0.003926483143	-0.0044816482642	Q4	90	Q8	62	Q4
17.44321918589	-2.55496099128468	chr1	3300001	3400000	-0.000198946551	-0.004390435852	-0.004191489301	Q4	102	Q10	82	Q9
17.1458501825941	-2.66744520797474	chr1	3400001	3500000	0.002077103678	-0.005041151352	-0.00711825503	Q4	105	Q10	94	Q10
16.6929111490858	-3.77924325599415	chr1	3500001	3600000	0.002077103678	-0.005766124112	-0.00784322779	Q4	93	Q8	70	Q6
17.3628387461317	-3.98053815498097	chr1	3600001	3700000	0.002077103678	-0.004181752069	-0.006258855747	Q4	82	Q6	81	Q9
17.7955541620863	-3.62264278068287	chr1	3700001	3800000	-0.000100179758	-0.005054724708	-0.00495454495	Q4	74	Q4	62	Q4
17.5102090845717	-4.34633519782765	chr1	3800001	3900000	0.000455884834	-0.004673301654	-0.005129186488	Q4	74	Q4	49	Q1
17.8205213556898	-4.29553153648121	chr1	3900001	4000000	0.003003056719	-0.004460693225	-0.007463749944	Q4	85	Q7	53	Q2
17.9056653986586	-2.57402970924122	chr1	4000001	4100000	0.00163608616	-0.004544808075	-0.006180894235	Q4	99	Q9	81	Q9
16.6753559122694	-3.57878425254567	chr1	4100001	4200000	0.001471895352	-0.00310116292	-0.004573058272	Q4	70	Q3	76	Q8
17.5968217859877	-4.15431907310231	chr1	4200001	4300000	0.004093244943	-0.00282297868	-0.006916223623	Q4	65	Q2	51	Q2
16.8215341578139	-3.02366426124318	chr1	4300001	4400000	0.005876884105	-0.003298806509	-0.009175690614	Q4	82	Q6	68	Q6
17.441889763893	-4.19013717307789	chr1	4400001	4500000	0.004340326627	0.000252515068	-0.004087811559	Q5	94	Q9	75	Q8
17.0657005320204	-3.90306213035328	chr1	4500001	4600000	0.00335480123	-0.005007706126	-0.008362507356	Q4	81	Q6	75	Q8
17.372023583473	-2.86742165221913	chr1	4600001	4700000	0.003385155037	0.001909076138	-0.001476078899	Q5	61	Q2	60	Q4
18.292626381935	-3.14977433814747	chr1	4700001	4800000	0.00860998921	0.005718949718	-0.002891039492	Q5	73	Q4	59	Q3
17.7633686075819	-4.25311591758473	chr1	4800001	4900000	0.014498761539	0.010980102942	-0.003518658597	Q5	65	Q2	65	Q5
16.682106019081	-3.7413723720525	chr1	4900001	5000000	0.010145267635	0.008674324816	-0.001470942819	Q5	63	Q2	52	Q2
12.1860704432143	-4.61148193015797	chr1	5000001	5100000	0.009232951694	0.008022449929	-0.001210501765	Q5	75	Q4	78	Q8
11.9174613962782	-4.38697984351857	chr1	5100001	5200000	0.008355225146	0.006292828612	-0.002062396534	Q5	70	Q3	52	Q2
12.2235355387343	-4.66292693748219	chr1	5200001	5300000	0.003371600468	-0.000713541005	-0.004085141473	Q5	78	Q5	80	Q9
12.1196737299574	-4.6583817256902	chr1	5300001	5400000	0.000052533847	-0.005298911618	-0.005351445465	Q4	83	Q6	57	Q3
12.4628000269545	-4.46666314735157	chr1	5400001	5500000	0.001907022537	-0.004091275927	-0.005998298464	Q4	58	Q1	57	Q3
11.8337574015272	-4.97330644263966	chr1	5500001	5600000	0.000849318312	-0.005523234075	-0.006372552387	Q4	74	Q4	69	Q6
11.8171377192152	-4.519561554334	chr1	5600001	5700000	-0.000003025548	-0.00448349434	-0.004480468792	Q4	73	Q4	57	Q3
12.2845773707045	-4.67492940559132	chr1	5700001	5800000	0.001516766398	-0.004082578932	-0.00559934533	Q4	85	Q7	68	Q6
11.6079168329848	-4.52125814094288	chr1	5800001	5900000	0.003865199624	-0.003522683511	-0.007387883135	Q4	83	Q6	78	Q8
12.3687524805678	-4.46451308860524	chr1	5900001	6000000	0.002820556813	-0.000020099714	-0.002840656527	Q5	68	Q3	62	Q4
12.7242012034071	-4.60594203605397	chr1	6000001	6100000	0.00175116178	-0.000906303344	-0.002657465124	Q5	72	Q3	64	Q5
11.1232585917128	-4.55167892112477	chr1	6100001	6200000	0.004248389801	0.003422256617	-0.000826133184	Q5	70	Q3	69	Q6
10.8782081614149	-4.66440370216115	chr1	6200001	6300000	0.011355429961	0.010493807278	-0.000861622683	Q5	86	Q7	64	Q5
11.0785055170668	-4.90446641578419	chr1	6300001	6400000	0.007162136222	0.006239955098	-0.000922181124000001	Q5	79	Q5	59	Q3
11.5603065500868	-4.5961349262212	chr1	6400001	6500000	0.007042692444	0.001254716513	-0.005787975931	Q4	109	Q10	78	Q8
11.4152040491713	-4.78922917976124	chr1	6500001	6600000	0.00275270515	-0.002474458407	-0.005227163557	Q4	70	Q3	63	Q4
11.6345291147841	-4.80662515296681	chr1	6600001	6700000	0.000692579282	-0.004296932901	-0.004989512183	Q4	74	Q4	95	Q10
11.877530098976	-5.05389669074757	chr1	6700001	6800000	0.00067839461	-0.003823992911	-0.004502387521	Q4	97	Q9	85	Q9
