chr1	0	3000000	0.0005551651212	0.00025175157	chr1 0 3000000	0	0	0	0	0	0	AtoA
chr1	19800000	21300000	0.006438754106	0.006343172978	chr1 19800000 21300000	266.266666666667	418.2	367	425.333333333333	407.6	333.2	AtoA
chr1	23100000	23400000	0.003142708471	0.005805120572	chr1 23100000 23400000	248	427	385	436	407.333333333333	343	AtoA
chr1	23800000	24300000	0.004372663676	0.005606724193	chr1 23800000 24300000	218	336.6	286.6	364	345.4	291.6	AtoA
chr1	24400000	24800000	0.004372663676	0.006925430317	chr1 24400000 24800000	220.25	361.5	305.75	364.25	380.75	320.75	AtoA
chr1	30800000	31000000	0.006854474568	0.008115660654	chr1 30800000 31000000	246.5	403	362.5	399	455.5	354.5	AtoA
chr1	33500000	34500000	0.009957590304	0.01161384207	chr1 33500000 34500000	271.7	469.5	362.8	472	379.1	316.8	AtoA
chr1	34800000	34900000	0.009957590304	0.006660559564	chr1 34800000 34900000	226	388	308	415	384	332	AtoA
chr1	35800000	40700000	0.01264585402	0.01351284118	chr1 35800000 40700000	263.571428571429	421.408163265306	360.408163265306	475.428571428571	375.816326530612	302.469387755102	AtoA
chr1	42800000	42900000	0.01091449842	0.003920773892	chr1 42800000 42900000	203	304	249	324	336	298	AtoA
chr1	43000000	46000000	0.01091449842	0.01143069325	chr1 43000000 46000000	300.666666666667	529.5	410.233333333333	526.1	452.5	375.566666666667	AtoA
chr1	51400000	52300000	0.00915638711	0.01119592259	chr1 51400000 52300000	275.222222222222	455.222222222222	396.333333333333	492	370.666666666667	307.555555555556	AtoA
chr1	52500000	52900000	0.003238521192	0.003826133327	chr1 52500000 52900000	261.5	412.5	355.5	402.25	427.5	348	AtoA
chr1	54400000	55300000	0.009567528275	0.009851456364	chr1 54400000 55300000	300.888888888889	536	417	542.111111111111	425.555555555556	350.888888888889	AtoA
chr1	56800000	57300000	0.002467903206	0.003923895835	chr1 56800000 57300000	289.2	524	388.6	549.4	381.6	319.6	AtoA
chr1	57900000	61000000	0.01384979657	0.01433470891	chr1 57900000 61000000	282.41935483871	490.129032258065	383.645161290323	525.516129032258	428.451612903226	357.967741935484	AtoA
chr1	62700000	62900000	0.01111408566	0.002007985413	chr1 62700000 62900000	279.5	483	368.5	542.5	348	274	AtoA
chr1	63000000	65300000	0.01111408566	0.0141391332	chr1 63000000 65300000	278.086956521739	469.04347826087	399.434782608696	500.95652173913	393.04347826087	326.173913043478	AtoA
chr1	66700000	66900000	0.00203213975	0.005304461944	chr1 66700000 66900000	244.5	423.5	318	408.5	390	349	AtoA
chr1	71500000	73100000	0.007671959591	0.008643281275	chr1 71500000 73100000	290.1875	518.125	393.25	522.25	362.1875	293.5	AtoA
chr1	73200000	73300000	0.001389675735	0.001738636548	chr1 73200000 73300000	250	416	352	455	310	267	AtoA
chr1	73800000	75700000	0.01666089331	0.01715922031	chr1 73800000 75700000	265.105263157895	451.368421052632	370.368421052632	500.526315789474	389.947368421053	312.263157894737	AtoA
chr1	78000000	78700000	0.005027843717	0.005855545554	chr1 78000000 78700000	283.428571428571	487.857142857143	432.428571428571	551	389.857142857143	319	AtoA
chr1	79700000	80400000	0.002940537178	0.00709048939	chr1 79700000 80400000	296.714285714286	528.857142857143	429	610.571428571429	408.285714285714	317.142857142857	AtoA
chr1	81300000	82400000	0.005808090302	0.006087220417	chr1 81300000 82400000	319.636363636364	662.909090909091	435.727272727273	607.454545454545	379.363636363636	314.636363636364	AtoA
chr1	82800000	82900000	0.003229663462	0.004075005155	chr1 82800000 82900000	292	528	455	588	380	301	AtoA
chr1	83800000	84900000	0.003995543097	0.00476592709	chr1 83800000 84900000	276.727272727273	476.454545454545	433.272727272727	550	379.909090909091	306.545454545455	AtoA
chr1	85700000	93900000	0.01323087114	0.01387208548	chr1 85700000 93900000	261.280487804878	432.219512195122	373.268292682927	490.682926829268	376.634146341463	293.085365853659	AtoA
chr1	106200000	106300000	0.000277683057	0.0014734183	chr1 106200000 106300000	293	606	469	713	409	336	AtoA
chr1	127900000	128100000	0.0009690189405	0.002970061628	chr1 127900000 128100000	281.5	476.5	391.5	500	371	278	AtoA
chr1	131100000	136500000	0.0121836557	0.01289451586	chr1 131100000 136500000	268.314814814815	432.62962962963	383.037037037037	505.333333333333	391.944444444444	319.944444444444	AtoA
chr1	151600000	151700000	0.00315564968	0.008605790179	chr1 151600000 151700000	325	552	489	701	382	281	AtoA
chr1	152500000	152600000	0.000298327473	0.004041964539	chr1 152500000 152600000	237	306	377	437	268	206	AtoA
chr1	152700000	153500000	0.007218826759	0.01056892777	chr1 152700000 153500000	283.375	464.875	420.625	543.125	397.5	315.125	AtoA
chr1	155700000	156200000	0.005102783189	0.006895055268	chr1 155700000 156200000	224.6	359.8	295.8	352.8	331.8	282.6	AtoA
chr1	156400000	157500000	0.003246317304	0.006865370235	chr1 156400000 157500000	273.272727272727	491.545454545455	390.272727272727	538.636363636364	390.727272727273	329.545454545455	AtoA
chr1	158700000	158900000	0.002443259926	0.004879158245	chr1 158700000 158900000	423	873.5	499	734.5	353.5	293	AtoA
chr1	159000000	159400000	0.00150001148	0.003260262024	chr1 159000000 159400000	336.25	532.5	462.75	559.75	394.75	326.5	AtoA
chr1	160200000	160300000	0.002734936606	0.006090006853	chr1 160200000 160300000	304	599	469	712	394	385	AtoA
chr1	160900000	161100000	0.003083212022	0.005306848696	chr1 160900000 161100000	286.5	480	349	453.5	406	322.5	AtoA
chr1	162000000	162300000	0.007007487293	0.008175789797	chr1 162000000 162300000	333	748.333333333333	503.333333333333	693	431.333333333333	337	AtoA
chr1	163100000	164000000	0.00507713544	0.008091590856	chr1 163100000 164000000	319.444444444444	604.222222222222	453.333333333333	611.111111111111	402.777777777778	341.222222222222	AtoA
chr1	165200000	165300000	0.0017774844	0.009736178986	chr1 165200000 165300000	286	469	389	476	483	407	AtoA
chr1	171100000	171300000	0.002952737065	0.006161094117	chr1 171100000 171300000	329	595	456	592	512.5	417.5	AtoA
chr1	178500000	178700000	0.000713127483	0.001682540489	chr1 178500000 178700000	274.5	427.5	400.5	519	319	261	AtoA
chr1	178900000	179200000	0.001258880463	0.002968969656	chr1 178900000 179200000	303.666666666667	499	413.333333333333	517.333333333333	296.666666666667	242.333333333333	AtoA
chr1	179400000	180000000	0.01308113539	0.01288198985	chr1 179400000 180000000	303.833333333333	528.833333333333	407.666666666667	557.833333333333	413.666666666667	349	AtoA
chr1	180100000	181300000	0.01308113539	0.01492990922	chr1 180100000 181300000	274.583333333333	451.333333333333	364.416666666667	464.166666666667	403.833333333333	335.083333333333	AtoA
chr1	181800000	182100000	0.005633254164	0.007621026837	chr1 181800000 182100000	290.333333333333	485	414.666666666667	583.333333333333	398.333333333333	331.666666666667	AtoA
chr1	182200000	182700000	0.006222675318	0.0074222301	chr1 182200000 182700000	253.8	411.4	357	472.2	386.4	325.8	AtoA
chr1	182800000	184900000	0.009786554775	0.01126835654	chr1 182800000 184900000	278.761904761905	456.571428571429	392.571428571429	510.47619047619	366.095238095238	290.428571428571	AtoA
chr1	185200000	185400000	0.01118788209	0.01096026532	chr1 185200000 185400000	263	444.5	292.5	385.5	357	270.5	AtoA
