chr1	3118785	3119151	chromvar_all_peak_1	17	.	3.38847	3.86412	1.71334	183
chr1	3227900	3228331	chromvar_all_peak_4	17	.	3.38847	3.86412	1.71334	215
chr1	3265337	3265652	chromvar_all_peak_6	17	.	3.38847	3.86412	1.71334	157
chr1	3318265	3318631	chromvar_all_peak_8	17	.	3.38847	3.86412	1.71334	183
chr1	3366501	3366886	chromvar_all_peak_9	34	.	4.74385	6.14190	3.42643	130
chr1	3366501	3366886	chromvar_all_peak_9	34	.	4.74385	6.14190	3.42643	130
chr1	3400118	3400436	chromvar_all_peak_10	17	.	3.38847	3.86412	1.71334	159
chr1	3432593	3432920	chromvar_all_peak_11	17	.	3.38847	3.86412	1.71334	9
chr1	3438872	3439226	chromvar_all_peak_12	17	.	3.38847	3.86412	1.71334	177
chr1	3498069	3498537	chromvar_all_peak_13	17	.	3.38847	3.86412	1.71334	234
chr1	3634487	3634937	chromvar_all_peak_14	55	.	6.09924	8.65012	5.56339	140
chr1	3634487	3634937	chromvar_all_peak_14	55	.	6.09924	8.65012	5.56339	140
chr1	3634487	3634937	chromvar_all_peak_14	55	.	6.09924	8.65012	5.56339	140
chr1	3780993	3781465	chromvar_all_peak_16	34	.	4.74385	6.14190	3.42643	228
chr1	3780993	3781465	chromvar_all_peak_16	34	.	4.74385	6.14190	3.42643	228
chr1	3780993	3781465	chromvar_all_peak_16	34	.	4.74385	6.14190	3.42643	228
chr1	3942572	3942951	chromvar_all_peak_20	17	.	3.38847	3.86412	1.71334	189
chr1	4221902	4222241	chromvar_all_peak_23	17	.	3.38847	3.86412	1.71334	169
chr1	4221902	4222241	chromvar_all_peak_23	17	.	3.38847	3.86412	1.71334	169
chr1	4393935	4394328	chromvar_all_peak_26	17	.	3.38847	3.86412	1.71334	26
chr1	4554044	4554558	chromvar_all_peak_31	34	.	4.74385	6.14190	3.42643	337
chr1	4575246	4575813	chromvar_all_peak_32	17	.	3.38847	3.86412	1.71334	117
chr1	4575246	4575813	chromvar_all_peak_32	17	.	3.38847	3.86412	1.71334	117
chr1	4575246	4575813	chromvar_all_peak_32	17	.	3.38847	3.86412	1.71334	117
chr1	4598481	4599080	chromvar_all_peak_35	17	.	3.38847	3.86412	1.71334	79
chr1	4722414	4722855	chromvar_all_peak_39	17	.	3.38847	3.86412	1.71334	93
chr1	5018780	5019962	chromvar_all_peak_50	55	.	6.09924	8.65012	5.56339	841
chr1	5083043	5083471	chromvar_all_peak_51	17	.	3.38847	3.86412	1.71334	113
chr1	5161135	5161420	chromvar_all_peak_52	17	.	3.38847	3.86412	1.71334	142
chr1	5315416	5315851	chromvar_all_peak_57	17	.	3.38847	3.86412	1.71334	147
chr1	5592642	5593015	chromvar_all_peak_62	17	.	3.38847	3.86412	1.71334	186
chr1	5659994	5660486	chromvar_all_peak_65	17	.	3.38847	3.86412	1.71334	246
chr1	5752184	5752627	chromvar_all_peak_66	17	.	3.38847	3.86412	1.71334	79
chr1	6076963	6077529	chromvar_all_peak_73	17	.	3.38847	3.86412	1.71334	283
chr1	6102785	6103327	chromvar_all_peak_74	34	.	4.74385	6.14190	3.42643	138
chr1	6159606	6159944	chromvar_all_peak_76	34	.	4.74385	6.14190	3.42643	223
